codigo_upz,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
13.0,2019,1,390,0,5,1,3,176,223,126708,56234,70474,31.489724405720242,30.779429870252862,0.0,0.3946080752596521,0.07892161505193042,0.23676484515579127,39.655724294910556,24.973749184096263
14.0,2015,1,87,0,2,1,4,28,66,39067,18187,20880,24.06122814651752,22.269434561138556,0.0,0.5119410243939898,0.2559705121969949,1.0238820487879796,36.28965744762743,13.409961685823754
14.0,2015,2,61,2,8,0,0,33,38,39067,18187,20880,18.17390636598664,15.614201244016689,0.5119410243939898,2.0477640975759592,0.0,0.0,20.89404519711882,15.804597701149426
14.0,2015,3,51,0,0,0,3,23,31,39067,18187,20880,13.822407658637724,13.054496122046741,0.0,0.0,0.0,0.7679115365909847,17.04514213449167,11.015325670498084
14.0,2015,4,53,0,5,1,3,27,35,39067,18187,20880,15.870171756213685,13.566437146440729,0.0,1.2798525609849745,0.2559705121969949,0.7679115365909847,19.244515313135757,12.931034482758621
14.0,2016,1,74,0,0,0,2,31,45,39260,18344,20916,19.35812531839022,18.848700967906264,0.0,0.0,0.0,0.5094243504839532,24.531181857828173,14.8211895199847
14.0,2016,2,76,0,9,0,1,31,55,39260,18344,20916,21.905247070809985,19.35812531839022,0.0,2.2924095771777893,0.0,0.2547121752419766,29.982555604012212,14.8211895199847
14.0,2016,3,84,0,4,3,1,42,50,39260,18344,20916,23.433520122261843,21.39582272032603,0.0,1.0188487009679064,0.7641365257259297,0.2547121752419766,27.25686873092019,20.08032128514056
14.0,2016,4,80,0,9,0,1,38,52,39260,18344,20916,22.924095771777893,20.376974019358126,0.0,2.2924095771777893,0.0,0.2547121752419766,28.347143480156998,18.167909734174795
14.0,2017,1,153,0,5,3,2,79,84,39473,18517,20956,41.29404909685101,38.76067185164543,0.0,1.2666886226027918,0.760013173561675,0.5066754490411167,45.363719825025655,37.698033975949606
