codigo_localidad,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index
16.0,2017,3,938,3,108,110,34,97,186,152,208,162,201,187,509,684,241114,0.004947866984082218,0.003890275969043689,1.2442247235747405e-05,0.0004479209004869066,0.0004562157319774049,0.0001410121353384706
16.0,2017,4,1186,10,79,102,46,126,224,170,221,238,210,234,556,867,241114,0.005901772605489519,0.004918835073865474,4.1474157452491356e-05,0.00032764584387468167,0.0004230364060154118,0.00019078112428146023
16.0,2018,1,973,2,44,91,39,73,172,165,192,193,143,211,473,676,242905,0.0047302443342047305,0.004005681233404006,8.233671600008234e-06,0.00018114077520018114,0.00037463205780037464,0.00016055659620016057
16.0,2018,2,1116,9,51,93,55,102,231,183,195,205,181,227,548,775,242905,0.005450690599205451,0.004594388752804594,3.705152220003705e-05,0.00020995862580020996,0.00038286572940038284,0.00022642596900022643
16.0,2018,3,1115,7,56,121,37,117,196,154,219,211,182,257,525,811,242905,0.0055000926288055,0.00459027191700459,2.8817850600028816e-05,0.00023054280480023053,0.0004981371318004981,0.0001523229246001523
16.0,2018,4,1328,7,39,102,34,146,240,182,209,238,230,265,647,863,242905,0.006216422058006216,0.005467157942405467,2.8817850600028816e-05,0.00016055659620016057,0.0004199172516004199,0.00013997241720013998
16.0,2019,1,870,3,29,57,35,69,165,132,186,151,137,154,380,613,247237,0.0040204338347415635,0.003518890780910624,1.2134106141071117e-05,0.00011729635936368747,0.00023054801668035124,0.00014156457164582971
17.0,2015,1,161,2,5,0,0,16,25,31,20,26,18,32,79,89,17290,0.009716599190283401,0.00931174089068826,0.0001156737998843262,0.0002891844997108155,0.0,0.0
17.0,2015,2,113,0,6,1,1,7,32,12,16,22,16,16,57,64,17290,0.006998264893001735,0.006535569693464431,0.0,0.0003470213996529786,5.78368999421631e-05,5.78368999421631e-05
17.0,2015,3,118,1,7,0,1,12,18,20,20,21,13,23,61,66,17290,0.007345286292654713,0.0068247541931752455,5.78368999421631e-05,0.0004048582995951417,0.0,5.78368999421631e-05
17.0,2015,4,81,1,10,1,0,10,16,8,14,22,9,14,41,52,17290,0.0053788316946211685,0.004684788895315211,5.78368999421631e-05,0.000578368999421631,5.78368999421631e-05,0.0
17.0,2016,1,183,1,2,1,0,19,29,28,29,18,23,41,74,113,17141,0.010909515197479727,0.010676156583629894,5.833965346245843e-05,0.00011667930692491686,5.833965346245843e-05,0.0
17.0,2016,2,119,1,10,2,0,13,26,15,18,17,15,28,69,63,17141,0.007700834257044513,0.006942418762032554,5.833965346245843e-05,0.0005833965346245843,0.00011667930692491686,0.0
17.0,2016,3,92,1,9,0,1,7,20,10,18,12,13,23,52,51,17141,0.006008984306633219,0.005367248118546176,5.833965346245843e-05,0.0005250568811621259,0.0,5.833965346245843e-05
17.0,2016,4,104,0,6,1,0,12,11,15,16,23,10,24,53,57,17141,0.0064757015343328865,0.006067323960095677,0.0,0.0003500379207747506,5.833965346245843e-05,0.0
17.0,2017,1,191,3,8,2,5,15,33,29,33,39,21,39,99,110,17049,0.01225878350636401,0.011203003108686726,0.00017596339961288053,0.0004692357323010147,0.00011730893307525368,0.0002932723326881342
17.0,2017,2,219,2,14,4,1,21,46,24,42,38,26,43,133,107,17049,0.014077071969030441,0.012845328171740278,0.00011730893307525368,0.0008211625315267758,0.00023461786615050736,5.865446653762684e-05
17.0,2017,3,349,0,4,5,0,32,56,39,53,58,47,73,189,169,17049,0.020998299020470408,0.02047040882163177,0.0,0.00023461786615050736,0.0002932723326881342,0.0
17.0,2017,4,355,1,4,0,5,22,59,46,60,66,32,80,179,186,17049,0.021408880286233795,0.02082233562085753,5.865446653762684e-05,0.00023461786615050736,0.0,0.0002932723326881342
17.0,2018,1,337,0,10,4,0,23,68,38,43,68,30,81,192,159,17075,0.020556368960468523,0.01973645680819912,0.0,0.0005856515373352855,0.0002342606149341142,0.0
17.0,2018,2,409,0,12,3,2,33,74,50,69,79,29,92,250,176,17075,0.024948755490483164,0.02395314787701318,0.0,0.0007027818448023426,0.00017569546120058566,0.0001171303074670571
17.0,2018,3,397,3,18,0,2,21,79,57,50,81,55,77,232,188,17075,0.02459736456808199,0.023250366032210836,0.00017569546120058566,0.001054172767203514,0.0,0.0001171303074670571
17.0,2018,4,392,0,12,1,1,36,52,49,60,107,41,61,203,202,17075,0.02377745241581259,0.022957540263543193,0.0,0.0007027818448023426,5.856515373352855e-05,5.856515373352855e-05
17.0,2019,1,223,0,12,1,0,20,35,34,33,47,27,40,114,122,17345,0.01360622657826463,0.01285673104641107,0.0,0.0006918420294032863,5.7653502450273856e-05,0.0
18.0,2015,1,331,29,26,34,53,63,73,62,81,75,57,62,162,311,360924,0.0013105252075229135,0.0009170905786259711,8.034932561979808e-05,7.203732641775e-05,9.420265762321153e-05,0.00014684531923618268
18.0,2015,2,271,24,35,23,61,52,54,60,62,67,36,83,140,274,360924,0.0011470558898826345,0.0007508505945850095,6.649599361638461e-05,9.697332402389423e-05,6.372532721570193e-05,0.0001690106504416442
18.0,2015,3,278,28,37,30,69,49,59,59,71,71,59,74,141,301,360924,0.00122463454910175,0.0007702452593897884,7.757865921911538e-05,0.00010251465682525962,8.311999202048076e-05,0.00019117598164710575
18.0,2015,4,248,24,31,26,86,49,66,51,72,67,42,68,130,285,360924,0.0011498265562833172,0.0006871252673693077,6.649599361638461e-05,8.589065842116346e-05,7.203732641775e-05,0.00023827731045871154
18.0,2016,1,487,20,57,27,40,70,84,89,102,109,88,89,234,397,361010,0.0017478740201102463,0.001348993102684136,5.5400127420293065e-05,0.00015789036314783523,7.479017201739564e-05,0.00011080025484058613
18.0,2016,2,415,26,28,30,40,64,76,83,80,80,72,84,209,330,361010,0.0014930334339768982,0.0011495526439710812,7.202016564638099e-05,7.75601783884103e-05,8.31001911304396e-05,0.00011080025484058613
18.0,2016,3,476,25,38,40,50,61,106,89,85,95,86,107,212,417,361010,0.001742334007368217,0.001318523032602975,6.925015927536634e-05,0.00010526024209855682,0.00011080025484058613,0.00013850031855073267
18.0,2016,4,428,29,45,50,52,80,92,69,101,103,90,69,207,397,361010,0.0016730838480928506,0.0011855627267942717,8.033018475942495e-05,0.0001246502866956594,0.00013850031855073267,0.00014404033129276198
18.0,2017,1,645,28,52,48,61,112,127,100,150,115,112,118,290,544,361722,0.0023056380314163917,0.001783137326455123,7.740751184611387e-05,0.00014375680771421147,0.0001326985917361952,0.00016863779366474806
18.0,2017,2,559,25,49,46,69,75,121,116,126,115,89,106,277,471,361722,0.0020678863878890417,0.0015453856829277732,6.911384986260167e-05,0.00013546314573069926,0.00012716948374718706,0.0001907542256207806
18.0,2017,3,674,19,29,42,41,77,112,101,122,111,139,143,305,500,361722,0.0022254659655757737,0.0018633093922957409,5.252652589557727e-05,8.017206584061793e-05,0.0001161112677691708,0.00011334671377466673
18.0,2017,4,728,30,29,36,59,97,125,102,134,140,141,143,349,533,361722,0.002438336623152587,0.0020125953079989604,8.2936619835122e-05,8.017206584061793e-05,9.95239438021464e-05,0.00016310868567573993
18.0,2018,1,711,21,77,36,54,74,126,120,141,146,129,163,372,526,364532,0.002466175808982476,0.0019504460513754623,5.760811122206007e-05,0.00021122974114755357,9.875676209496011e-05,0.00014813514314244018
18.0,2018,2,801,16,68,57,63,97,175,125,164,140,136,168,390,614,364532,0.002756959608484303,0.0021973379566128624,4.3891894264426714e-05,0.00018654055062381354,0.0001563648733170202,0.00017282433366618019
18.0,2018,3,925,15,51,42,53,118,163,146,152,188,136,183,413,673,364532,0.0029791623231979632,0.0025375001371621695,4.114865087290005e-05,0.00013990541296786017,0.00011521622244412013,0.0001453918997509135
18.0,2018,4,904,17,60,37,53,108,180,151,165,159,142,166,433,634,364532,0.0029380136723250634,0.0024798920259401095,4.6635137655953385e-05,0.0001645946034916002,0.00010150000548648678,0.0001453918997509135
18.0,2019,1,582,12,24,26,34,56,103,89,102,126,102,100,259,419,372981,0.0018177869650196658,0.0015604012000611292,3.21732206198171e-05,6.43464412396342e-05,6.970864467627038e-05,9.11574584228151e-05
19.0,2015,1,229,52,66,36,83,50,73,77,73,55,73,65,170,296,594291,0.0007841276411724223,0.00038533311121992424,8.749922176172953e-05,0.00011105670454373363,6.057638429658198e-05,0.0001396622193504529
19.0,2015,2,226,74,43,40,97,59,76,59,68,78,66,74,142,338,594291,0.0008076851239544264,0.0003802850791952091,0.0001245181232763074,7.235512568758403e-05,6.730709366286887e-05,0.000163219702132457
19.0,2015,3,156,74,67,36,81,60,69,62,57,71,47,48,126,288,594291,0.0006966284194106927,0.0002624976652851886,0.0001245181232763074,0.00011273938188530535,6.057638429658198e-05,0.00013629686466730946
19.0,2015,4,201,65,30,34,73,36,58,62,64,56,58,69,107,296,594291,0.0006781189686534038,0.00033821814565591603,0.00010937402720216191,5.048032024715165e-05,5.721102961343854e-05,0.00012283544593473568
19.0,2016,1,316,60,70,23,76,64,77,69,83,94,78,80,198,347,596132,0.0009142270503848141,0.0005300839411405527,0.00010064884958364926,0.0001174236578475908,3.858205900706555e-05,0.00012748854280595574
19.0,2016,2,223,69,79,27,68,73,63,55,57,63,68,87,164,302,596132,0.0007817060650996759,0.0003740782242858964,0.00011574617702119665,0.00013252098528513818,4.529198231264217e-05,0.0001140686961948025
19.0,2016,3,275,59,73,38,77,69,77,88,72,77,71,68,166,356,596132,0.0008756449913777485,0.00046130722725839244,9.89713687572551e-05,0.00012245610032677326,6.374427140297787e-05,0.00012916602363234988
19.0,2016,4,246,57,65,38,63,62,72,66,82,54,72,61,187,282,596132,0.0007867385075788583,0.000412660283292962,9.56164071044668e-05,0.00010903625371562002,6.374427140297787e-05,0.00010568129206283172
19.0,2017,1,503,48,85,41,83,95,125,103,116,111,99,111,295,465,598761,0.0012692877458618714,0.0008400680739059491,8.016554184390768e-05,0.00014195981368191984,6.84747336583378e-05,0.00013861958277175702
19.0,2017,2,426,44,85,47,72,77,105,87,91,112,102,100,257,417,598761,0.0011256578167248702,0.0007114691838646806,7.348508002358203e-05,0.00014195981368191984,7.849542638882626e-05,0.0001202483127658615
19.0,2017,3,631,61,41,35,89,93,108,109,121,142,145,139,312,545,598761,0.0014312889450047682,0.0010538428521563695,0.00010187704275996599,6.84747336583378e-05,5.845404092784934e-05,0.00014864027550224546
19.0,2017,4,726,60,31,29,90,88,153,114,147,163,119,152,347,589,598761,0.0015632280659561995,0.0012125038203891034,0.00010020692730488458,5.17735791075237e-05,4.8433348197360886e-05,0.00015031039095732689
19.0,2018,1,652,61,113,45,90,91,159,125,145,136,149,156,388,573,604668,0.0015893018979009968,0.0010782776664219043,0.00010088180621431926,0.00018687941151177175,7.442100458433389e-05,0.00014884200916866777
19.0,2018,2,802,50,133,53,145,132,180,169,170,188,149,195,462,720,604668,0.001956445520517044,0.0013263476817030172,8.269000509370432e-05,0.00021995541354925347,8.765140539932657e-05,0.00023980101477174252
19.0,2018,3,852,69,145,58,124,131,208,165,188,197,172,187,516,732,604668,0.0020639425271388595,0.0014090376867967214,0.00011411220702931196,0.00023980101477174252,9.5920405908697e-05,0.0002050712126323867
19.0,2018,4,915,77,110,40,66,120,196,168,177,173,160,214,499,708,604668,0.001997790523063896,0.001513227093214789,0.00012734260784430464,0.0001819180112061495,6.615200407496346e-05,0.00010915080672368969
19.0,2019,1,562,28,46,25,34,71,108,85,129,115,99,88,264,431,619706,0.0011214995497865116,0.0009068816503309633,4.518271567485227e-05,7.422874718011445e-05,4.034171042397524e-05,5.486472617660632e-05
