ZAT,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
422.0,2016,4,12,0,1,4,2,0,4,2,2,3,5,3,6,13
422.0,2017,1,25,0,1,5,1,4,4,2,4,7,9,2,13,19
422.0,2017,2,26,0,2,3,0,3,2,7,5,2,5,7,16,15
422.0,2017,3,25,0,3,9,1,1,3,4,7,6,9,8,17,21
422.0,2017,4,31,0,2,2,0,3,2,5,7,6,5,7,13,22
422.0,2018,1,31,1,1,2,4,8,2,5,7,6,5,6,11,28
422.0,2018,2,29,0,4,4,1,4,2,4,7,10,3,8,20,18
422.0,2018,3,35,2,2,3,2,6,6,6,6,5,5,10,15,29
422.0,2018,4,39,0,0,2,4,5,8,4,10,2,10,6,13,32
422.0,2019,1,24,0,0,3,1,2,6,5,1,6,3,5,15,13
423.0,2015,1,5,1,0,5,4,0,4,2,3,3,3,0,2,13
423.0,2015,2,19,1,0,4,7,2,4,7,4,4,6,4,7,24
423.0,2015,3,17,2,4,7,0,5,4,3,3,4,5,6,9,21
423.0,2015,4,19,1,0,5,2,6,5,2,1,3,7,3,3,24
423.0,2016,1,40,4,2,11,3,9,7,8,7,10,11,8,11,49
423.0,2016,2,28,0,2,4,1,1,6,4,3,4,9,8,8,27
423.0,2016,3,18,3,1,1,2,5,1,0,2,7,6,4,6,19
423.0,2016,4,27,0,1,4,1,3,5,2,7,2,6,8,10,23
423.0,2017,1,56,0,0,7,3,13,5,7,7,9,15,10,16,50
423.0,2017,2,35,2,0,6,2,10,4,7,6,3,7,8,12,33
423.0,2017,3,60,0,2,3,3,8,4,2,13,11,17,13,17,51
423.0,2017,4,71,0,2,8,4,14,16,6,15,7,14,13,21,64
423.0,2018,1,63,1,5,1,3,13,8,13,6,5,14,14,24,49
423.0,2018,2,85,0,2,9,1,16,12,9,10,9,26,15,31,66
423.0,2018,3,88,0,1,3,2,17,12,9,10,17,14,15,28,66
423.0,2018,4,137,0,3,6,4,26,20,11,20,20,32,21,36,114
423.0,2019,1,69,0,1,3,1,6,12,8,9,8,20,11,17,57
424.0,2015,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
424.0,2015,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
424.0,2015,3,3,0,1,0,0,0,1,1,2,0,0,0,2,2
424.0,2015,4,2,1,0,1,5,0,1,0,2,3,1,2,1,8
424.0,2016,1,6,0,0,0,1,0,4,2,0,1,0,0,2,5
424.0,2016,2,6,0,0,3,3,0,4,0,3,3,1,1,2,10
424.0,2016,3,2,0,0,0,0,1,0,0,0,1,0,0,2,0
424.0,2016,4,3,1,0,0,0,0,1,1,0,1,0,1,2,2
424.0,2017,1,12,0,0,0,0,0,2,0,4,0,5,1,4,8
424.0,2017,2,3,0,0,0,0,2,0,0,0,0,1,0,1,2
424.0,2017,3,16,0,3,0,0,3,3,1,3,1,3,5,7,12
424.0,2017,4,16,0,4,0,1,3,2,1,4,5,2,4,11,10
424.0,2018,1,14,0,0,0,0,1,1,2,4,2,1,3,7,7
424.0,2018,2,15,0,0,0,0,0,5,1,5,1,1,2,5,10
424.0,2018,3,14,0,1,1,0,2,3,3,1,0,1,6,7,9
424.0,2018,4,14,0,0,0,0,3,1,4,3,1,1,1,6,8
424.0,2019,1,21,0,1,0,2,1,3,5,6,4,2,3,7,17
425.0,2015,1,7,0,1,0,2,2,0,1,2,1,4,0,1,9
425.0,2015,2,9,0,1,1,0,1,1,2,0,3,3,1,3,8
425.0,2015,3,4,0,3,2,1,0,1,2,2,0,3,2,5,5
425.0,2015,4,4,0,1,4,1,1,2,0,2,1,2,2,4,6
425.0,2016,1,14,0,1,2,2,3,3,3,2,5,1,2,11,8
425.0,2016,2,9,0,0,2,0,1,3,0,2,3,1,1,5,6
425.0,2016,3,5,0,0,2,0,0,0,0,1,4,2,0,3,4
425.0,2016,4,7,0,0,0,0,2,1,2,0,1,0,1,5,2
425.0,2017,1,18,0,3,1,0,2,4,3,6,4,3,0,10,12
425.0,2017,2,22,0,0,1,0,1,7,2,1,3,7,2,10,13
425.0,2017,3,19,0,3,3,1,3,1,4,5,5,4,4,11,15
425.0,2017,4,20,1,0,3,2,2,4,5,6,3,4,2,5,21
425.0,2018,1,25,0,0,4,2,3,2,3,3,9,4,7,11,20
425.0,2018,2,23,0,2,1,1,1,7,4,4,3,4,4,13,14
425.0,2018,3,28,0,4,5,3,4,7,3,5,5,6,10,13,27
425.0,2018,4,28,0,1,2,1,2,6,5,2,5,6,6,17,15
425.0,2019,1,9,0,0,2,1,0,1,0,4,3,2,2,5,7
426.0,2015,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1
426.0,2015,2,7,0,0,0,1,0,2,1,2,1,1,1,3,5
426.0,2015,3,2,0,2,2,0,3,0,1,1,0,0,1,2,4
426.0,2015,4,3,0,1,4,0,1,1,1,0,0,2,3,1,7
426.0,2016,1,7,0,1,2,0,3,2,3,1,1,0,0,4,6
426.0,2016,2,5,0,0,1,0,0,2,1,1,1,0,1,2,4
426.0,2016,3,8,0,0,3,0,1,0,1,2,3,3,1,2,9
426.0,2016,4,1,0,0,0,1,0,0,1,0,1,0,0,1,1
426.0,2017,1,9,0,0,1,0,4,2,1,1,1,0,1,5,5
426.0,2017,2,13,0,0,2,0,3,0,3,1,6,1,1,9,6
426.0,2017,3,11,0,1,2,1,2,1,3,4,1,1,3,4,11
426.0,2017,4,13,1,0,3,1,2,7,1,3,2,2,1,6,12
426.0,2018,1,11,0,0,2,0,0,2,5,2,2,1,1,3,10
426.0,2018,2,11,0,0,2,1,2,0,2,1,1,2,6,6,8
426.0,2018,3,8,0,1,3,0,1,1,4,1,0,4,1,5,7
426.0,2018,4,14,0,2,2,1,4,2,4,1,2,3,3,11,8
426.0,2019,1,7,0,0,1,1,0,1,0,4,1,0,3,2,7
427.0,2015,1,9,0,2,2,3,1,6,1,3,1,2,2,7,9
427.0,2015,2,6,0,1,3,1,0,1,3,1,2,1,3,3,8
427.0,2015,3,4,0,1,2,1,2,1,2,0,3,0,0,2,6
427.0,2015,4,4,1,0,4,1,2,1,2,1,2,2,0,2,8
427.0,2016,1,13,0,1,3,2,3,3,3,2,4,1,3,10,9
427.0,2016,2,5,1,3,2,0,0,2,2,4,2,0,1,3,8
427.0,2016,3,5,0,0,5,0,2,0,1,2,3,1,1,4,6
427.0,2016,4,5,0,0,3,0,2,2,0,0,4,0,0,2,6
427.0,2017,1,19,0,1,5,2,5,4,3,5,4,1,5,9,18
427.0,2017,2,16,0,1,2,1,3,4,3,3,4,1,2,6,14
427.0,2017,3,25,0,1,4,0,0,7,4,8,3,5,3,9,21
427.0,2017,4,24,0,2,4,3,2,5,3,4,10,6,3,12,21
427.0,2018,1,22,0,1,3,2,2,1,6,8,2,5,4,11,17
427.0,2018,2,19,1,1,4,1,2,5,5,4,6,2,2,12,14
427.0,2018,3,21,0,1,1,3,4,2,2,4,4,2,8,12,14
427.0,2018,4,25,0,0,8,1,3,2,8,4,5,5,7,12,22
427.0,2019,1,17,0,0,5,0,1,6,3,3,1,5,3,11,11
428.0,2015,1,3,0,1,3,2,0,3,1,1,0,2,2,3,6
428.0,2015,2,3,0,0,1,1,1,0,1,2,0,1,0,1,4
428.0,2015,3,4,0,2,0,0,2,1,2,1,0,0,0,5,1
428.0,2015,4,5,0,1,6,1,0,4,4,2,2,1,0,5,8
428.0,2016,1,12,0,0,3,0,2,1,6,1,0,2,3,6,9
428.0,2016,2,8,0,0,5,0,4,0,3,3,1,1,1,3,10
428.0,2016,3,5,0,0,0,1,0,1,2,2,0,1,0,1,5
428.0,2016,4,4,0,1,0,2,2,1,1,0,2,0,1,3,4
428.0,2017,1,15,0,0,4,0,1,6,0,3,1,4,4,6,13
428.0,2017,2,13,0,3,11,0,3,1,6,3,7,3,4,13,14
428.0,2017,3,11,0,0,5,2,3,3,3,2,1,5,1,7,11
428.0,2017,4,25,0,2,5,1,2,8,2,5,7,3,6,11,22
428.0,2018,1,21,0,2,2,1,2,2,6,2,6,1,7,12,14
428.0,2018,2,16,0,0,3,0,0,5,2,3,3,2,4,8,11
428.0,2018,3,24,0,0,4,0,4,3,3,2,3,7,6,11,17
428.0,2018,4,18,0,0,4,0,6,2,5,2,3,2,2,4,18
428.0,2019,1,9,0,2,4,0,1,5,1,1,3,3,1,7,8
429.0,2015,1,2,0,1,3,1,1,1,1,0,0,1,3,4,3
429.0,2015,2,1,0,0,0,3,0,1,0,0,0,2,1,2,2
429.0,2015,3,2,0,0,0,1,0,0,2,0,0,0,1,1,2
429.0,2015,4,3,0,1,1,1,0,0,0,1,1,2,2,3,3
429.0,2016,1,8,0,1,2,0,1,3,2,2,1,0,2,3,8
429.0,2016,2,5,0,1,0,1,0,3,0,2,1,0,1,3,4
429.0,2016,3,6,0,0,0,0,1,1,1,1,1,0,1,2,4
429.0,2016,4,2,0,0,0,1,0,1,0,0,2,0,0,1,2
429.0,2017,1,12,0,0,2,0,0,3,0,4,1,2,4,3,11
429.0,2017,2,9,0,3,0,1,1,2,3,1,1,3,2,4,9
429.0,2017,3,11,0,1,2,0,2,2,2,3,0,1,4,5,9
429.0,2017,4,15,0,3,1,0,2,2,2,3,7,2,1,10,9
429.0,2018,1,16,0,0,2,0,0,5,2,4,2,2,3,4,14
429.0,2018,2,10,0,1,3,1,2,2,4,0,3,3,1,9,6
429.0,2018,3,16,0,1,2,0,2,3,0,1,8,2,3,6,13
429.0,2018,4,7,0,0,2,1,2,2,2,1,2,1,0,3,7
429.0,2019,1,10,1,0,0,1,1,0,0,3,1,7,0,6,6
430.0,2015,1,4,0,0,1,0,1,0,0,0,1,0,3,1,4
430.0,2015,2,1,0,0,2,0,0,1,0,1,1,0,0,0,3
430.0,2015,4,1,0,0,2,0,0,0,0,1,1,1,0,3,0
430.0,2016,1,8,0,0,1,0,1,1,2,2,1,1,1,3,6
430.0,2016,2,3,0,0,0,1,0,1,0,1,0,1,1,2,2
430.0,2016,3,2,0,0,3,0,1,0,1,1,0,1,1,3,2
430.0,2016,4,2,0,0,1,1,0,0,2,0,0,1,1,1,3
430.0,2017,1,9,0,0,3,0,1,1,0,3,2,2,3,1,11
430.0,2017,2,7,0,0,0,0,0,1,0,0,2,2,2,1,6
430.0,2017,3,7,0,0,1,0,1,1,1,1,1,2,1,3,5
430.0,2017,4,13,0,1,1,0,0,1,5,4,2,1,2,8,7
430.0,2018,1,5,0,0,2,0,1,0,0,2,0,3,1,3,4
430.0,2018,2,6,0,2,1,0,0,2,4,1,0,2,0,5,4
430.0,2018,3,8,0,0,1,3,0,2,3,2,1,3,1,1,11
430.0,2018,4,6,0,0,1,0,0,0,0,1,1,1,4,4,3
430.0,2019,1,8,0,0,1,0,0,0,1,4,2,1,1,4,5
431.0,2015,1,14,1,0,2,2,1,3,4,6,1,2,2,4,15
431.0,2015,2,8,0,0,0,1,1,2,1,2,1,0,2,6,3
431.0,2015,3,7,0,0,0,0,3,0,1,1,0,1,1,3,4
431.0,2015,4,8,0,0,2,0,0,2,1,0,4,1,2,3,7
431.0,2016,1,11,0,1,2,1,1,3,3,2,2,1,3,5,10
431.0,2016,2,9,1,0,0,5,0,2,3,3,3,3,1,5,10
431.0,2016,3,9,0,0,2,1,2,1,3,1,3,1,1,4,8
431.0,2016,4,6,1,1,3,1,2,3,0,2,2,2,1,1,11
431.0,2017,1,21,0,1,2,1,3,4,0,4,4,4,6,5,20
431.0,2017,2,9,0,2,6,0,1,4,2,1,2,3,4,7,10
431.0,2017,3,15,0,0,1,0,0,4,1,4,3,3,1,7,9
431.0,2017,4,28,1,0,0,1,0,7,2,6,6,5,4,11,19
431.0,2018,1,15,0,0,1,1,1,2,3,1,6,2,2,7,10
431.0,2018,2,29,0,0,6,1,6,5,2,2,11,2,8,12,24
431.0,2018,3,20,1,1,2,0,3,4,2,5,3,5,2,10,14
431.0,2018,4,17,0,1,8,1,3,1,1,4,7,3,8,6,21
431.0,2019,1,22,1,1,1,1,2,4,3,6,2,3,6,13,13
432.0,2015,1,6,0,1,0,0,0,3,0,2,1,1,0,4,3
432.0,2015,2,7,0,0,1,1,3,0,0,0,1,2,3,5,4
432.0,2015,3,7,0,0,1,2,0,1,3,1,1,2,2,4,6
432.0,2015,4,6,0,0,2,1,2,2,0,2,2,1,0,2,7
432.0,2016,1,22,0,0,2,2,1,5,6,3,6,3,2,10,16
432.0,2016,2,6,0,1,2,1,1,2,2,2,2,1,0,4,6
432.0,2016,3,12,0,0,1,1,1,2,3,1,2,4,1,6,8
432.0,2016,4,15,1,0,3,0,2,3,1,4,3,3,3,10,9
432.0,2017,1,32,0,0,0,0,2,4,6,7,9,3,1,11,21
432.0,2017,2,19,1,1,3,0,4,0,4,5,4,5,2,7,17
432.0,2017,3,51,2,2,0,0,6,9,9,6,6,6,13,25,30
432.0,2017,4,44,0,3,4,1,6,7,5,8,9,9,8,23,29
432.0,2018,1,59,1,0,3,2,4,13,9,5,15,6,13,27,38
432.0,2018,2,42,0,0,2,2,4,10,7,7,8,4,6,18,28
432.0,2018,3,43,0,0,4,0,2,6,5,11,7,6,10,27,20
432.0,2018,4,48,0,0,3,0,6,9,5,8,4,10,9,23,28
432.0,2019,1,41,0,0,2,1,7,10,6,5,7,4,5,11,33
433.0,2015,1,49,0,1,0,4,5,4,7,4,11,10,13,19,35
433.0,2015,2,31,2,4,2,2,1,3,5,7,11,7,7,12,29
433.0,2015,3,26,0,3,3,2,0,2,8,7,4,6,7,11,23
433.0,2015,4,19,2,1,0,1,0,3,5,4,4,5,2,3,20
433.0,2016,1,53,1,3,1,4,5,12,7,10,9,13,6,15,47
433.0,2016,2,36,2,4,1,2,1,7,5,12,3,10,7,18,27
433.0,2016,3,56,0,4,0,3,1,9,9,6,12,15,11,23,39
433.0,2016,4,70,0,1,0,1,4,10,8,4,16,21,9,26,46
433.0,2017,1,107,0,6,1,0,3,10,12,24,24,22,19,41,73
433.0,2017,2,76,0,1,2,0,4,9,11,13,15,11,16,34,45
433.0,2017,3,142,0,4,0,0,7,20,11,22,21,41,24,50,96
433.0,2017,4,208,0,1,1,4,14,35,21,30,34,54,26,81,133
433.0,2018,1,181,0,0,2,2,8,26,21,28,27,47,28,64,121
433.0,2018,2,225,2,0,2,2,7,38,26,32,38,63,27,90,141
433.0,2018,3,205,0,0,4,1,17,34,19,34,18,59,29,74,136
433.0,2018,4,287,0,2,2,1,26,45,40,39,37,61,44,97,195
433.0,2019,1,166,1,0,0,0,9,29,22,25,28,32,22,51,116
434.0,2015,1,9,0,0,0,1,0,1,0,1,1,3,4,3,7
434.0,2015,2,5,1,0,0,1,0,0,0,1,3,0,3,2,5
434.0,2015,3,6,0,1,1,0,0,1,0,1,3,1,2,5,3
434.0,2015,4,8,0,0,1,2,3,0,1,1,2,1,3,4,7
434.0,2016,1,21,0,0,0,0,6,2,2,1,1,3,6,10,11
434.0,2016,2,12,0,1,0,1,2,0,2,2,2,3,3,5,9
434.0,2016,3,8,0,1,1,0,0,3,0,1,2,4,0,3,7
434.0,2016,4,13,1,0,2,0,1,2,1,2,2,6,2,5,11
434.0,2017,1,20,0,0,1,0,1,5,4,4,3,1,3,5,16
434.0,2017,2,38,0,0,3,0,6,7,3,5,9,4,7,14,27
434.0,2017,3,54,0,1,2,0,5,13,7,7,10,8,7,17,40
434.0,2017,4,39,0,1,0,1,6,4,6,6,7,7,5,17,24
434.0,2018,1,65,0,0,2,1,8,13,8,12,10,10,7,23,45
434.0,2018,2,50,0,0,1,2,5,7,8,10,7,8,8,22,31
434.0,2018,3,56,0,3,4,1,13,9,4,13,4,11,10,24,40
434.0,2018,4,78,0,0,4,0,9,13,16,12,7,13,12,24,58
434.0,2019,1,40,0,0,2,0,4,2,8,6,9,7,6,9,33
435.0,2015,1,10,0,0,0,1,2,2,1,2,0,2,2,3,8
435.0,2015,2,9,0,0,0,1,1,0,3,0,5,1,0,5,5
435.0,2015,3,2,1,1,2,1,1,1,0,2,1,2,0,1,6
435.0,2015,4,8,1,1,1,0,3,3,1,1,1,0,2,6,5
435.0,2016,1,13,0,0,0,1,2,2,3,2,2,2,1,4,10
435.0,2016,2,14,0,0,2,1,2,4,3,2,4,1,1,5,12
435.0,2016,3,13,0,0,3,1,3,5,2,1,3,0,3,8,9
435.0,2016,4,10,0,1,1,4,0,4,2,2,3,3,2,6,10
435.0,2017,1,33,0,1,3,0,5,5,7,5,5,6,4,15,22
435.0,2017,2,27,0,0,4,0,3,6,8,4,5,2,3,9,22
435.0,2017,3,37,0,3,3,1,4,7,8,6,9,3,7,20,24
435.0,2017,4,37,0,1,2,0,5,10,3,7,6,3,6,13,27
435.0,2018,1,50,0,1,3,0,5,9,4,14,10,6,6,22,32
435.0,2018,2,43,0,1,6,2,1,9,4,13,8,12,5,25,27
435.0,2018,3,32,0,1,1,1,5,7,5,5,2,4,7,18,17
435.0,2018,4,42,0,1,4,1,5,8,4,8,5,7,11,17,31
435.0,2019,1,28,0,4,1,1,1,6,5,3,5,5,9,11,23
436.0,2015,1,5,1,0,0,0,1,2,1,0,0,2,0,3,3
436.0,2015,2,9,0,0,2,4,2,2,3,2,2,2,2,2,13
436.0,2015,3,7,0,0,0,0,0,0,3,1,1,0,2,2,5
436.0,2015,4,10,0,1,1,3,1,0,0,0,4,5,5,3,12
436.0,2016,1,20,0,1,0,3,3,2,4,7,4,3,1,8,16
436.0,2016,2,4,0,1,1,2,2,0,1,2,1,0,2,2,6
436.0,2016,3,9,0,1,1,1,1,1,1,2,2,1,4,3,9
436.0,2016,4,10,0,0,1,0,0,2,2,2,1,1,3,2,9
436.0,2017,1,18,0,1,2,1,1,3,5,2,3,2,6,13,9
436.0,2017,2,23,0,0,6,1,0,5,5,9,4,3,4,8,22
436.0,2017,3,9,1,3,0,2,1,4,0,1,6,1,2,8,7
436.0,2017,4,12,0,1,1,0,0,5,0,4,0,3,2,5,9
436.0,2018,1,22,0,0,0,2,1,6,1,2,6,5,3,11,13
436.0,2018,2,15,0,1,3,0,2,5,2,1,4,2,3,13,6
436.0,2018,3,26,1,1,0,1,1,6,4,6,5,1,6,9,20
436.0,2018,4,11,0,1,1,0,0,4,1,0,5,3,0,7,6
436.0,2019,1,13,0,0,5,1,0,3,1,3,0,2,10,6,13
437.0,2015,1,2,0,1,1,0,0,0,2,1,0,0,1,3,1
437.0,2015,2,5,0,1,0,0,1,1,0,1,2,1,0,4,2
437.0,2015,3,3,1,0,0,0,2,0,1,0,1,0,0,1,3
437.0,2015,4,5,1,0,0,0,2,0,0,0,2,1,1,3,3
437.0,2016,1,11,0,0,1,1,0,2,0,0,4,2,5,6,7
437.0,2016,2,5,0,1,1,0,0,0,1,1,1,3,1,3,4
437.0,2016,3,12,0,0,1,1,1,2,0,4,2,4,1,4,10
437.0,2016,4,7,1,0,1,1,2,1,1,2,1,2,1,2,8
437.0,2017,1,11,0,1,2,0,2,0,2,3,2,5,0,5,9
437.0,2017,2,15,0,0,2,0,6,1,4,1,2,0,3,7,10
437.0,2017,3,12,0,2,0,1,1,2,4,0,2,2,4,3,12
437.0,2017,4,21,1,0,1,2,2,5,3,4,3,4,4,10,15
437.0,2018,1,7,0,1,2,0,3,0,1,1,2,2,1,4,6
437.0,2018,2,10,0,1,1,0,2,4,1,0,3,1,1,2,10
437.0,2018,3,17,0,1,0,0,2,3,0,3,3,3,4,11,7
437.0,2018,4,16,0,0,2,1,3,3,2,8,2,0,1,8,11
437.0,2019,1,6,0,0,1,1,0,1,1,3,0,1,2,2,6
438.0,2015,1,2,0,0,0,1,0,1,1,0,0,0,1,1,2
438.0,2015,2,5,0,0,0,0,0,0,1,0,2,0,2,1,4
438.0,2015,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1
438.0,2015,4,2,1,0,2,0,0,4,0,0,0,1,0,1,4
438.0,2016,1,4,0,1,2,0,0,1,2,0,3,0,1,3,4
438.0,2016,2,3,0,2,0,0,0,3,0,0,2,0,0,5,0
438.0,2016,3,6,0,4,0,0,0,2,0,2,0,4,2,7,3
438.0,2016,4,8,0,0,0,0,0,0,2,1,1,1,3,2,6
438.0,2017,1,6,0,1,1,0,0,0,3,1,2,0,2,4,3
438.0,2017,2,7,0,1,2,0,1,2,0,2,1,1,3,5,5
438.0,2017,3,11,1,0,2,1,3,2,0,4,2,1,3,5,10
438.0,2017,4,13,0,0,0,1,2,0,2,2,0,4,4,6,8
438.0,2018,1,4,0,1,1,0,0,2,1,0,0,1,2,3,3
438.0,2018,2,11,0,1,0,0,3,1,2,2,2,0,2,4,8
438.0,2018,3,6,0,2,0,0,0,1,1,1,0,2,3,5,3
438.0,2018,4,11,0,0,2,0,1,0,3,3,2,0,4,3,10
438.0,2019,1,8,0,0,1,0,0,1,1,0,5,1,1,3,6
439.0,2015,1,6,0,2,0,1,1,2,1,0,0,1,4,4,5
439.0,2015,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2
439.0,2015,3,2,1,0,1,0,1,0,1,0,0,1,1,1,3
439.0,2015,4,3,0,0,0,1,0,0,0,0,3,0,1,0,4
439.0,2016,1,6,0,0,0,0,1,0,1,0,2,2,0,2,4
439.0,2016,2,3,0,0,1,1,0,1,1,3,0,0,0,1,4
439.0,2016,3,5,0,1,0,1,1,2,1,1,2,0,0,1,6
439.0,2016,4,3,0,0,1,0,0,0,1,0,0,1,2,2,2
439.0,2017,1,6,0,1,1,0,0,1,2,1,2,1,1,4,4
439.0,2017,2,3,0,0,1,1,0,1,1,0,1,1,1,0,5
439.0,2017,3,8,1,3,0,0,4,0,1,3,1,2,1,5,7
439.0,2017,4,9,1,1,2,0,1,2,2,5,0,1,2,1,12
439.0,2018,1,9,0,1,0,2,0,3,0,5,1,2,1,3,9
439.0,2018,2,6,0,0,1,1,0,1,4,0,0,1,2,4,4
439.0,2018,3,14,0,0,1,1,2,3,3,2,2,3,1,5,11
439.0,2018,4,15,0,0,1,0,0,9,2,3,0,0,2,9,7
439.0,2019,1,4,0,1,0,0,0,1,2,1,1,0,0,2,3
440.0,2015,1,15,0,1,1,0,1,5,1,4,2,3,1,6,11
440.0,2015,2,11,1,0,0,0,4,3,1,0,2,1,1,2,10
440.0,2015,3,8,1,2,0,1,1,2,1,1,1,2,4,6,6
440.0,2015,4,10,0,1,1,0,0,0,3,4,3,2,0,6,6
440.0,2016,1,9,2,0,0,0,0,1,3,2,2,3,0,1,10
440.0,2016,2,8,0,1,0,0,3,1,2,0,1,1,1,4,5
440.0,2016,3,17,1,8,0,0,5,2,2,1,5,8,3,14,12
440.0,2016,4,17,0,1,0,1,1,4,3,3,3,1,4,7,12
440.0,2017,1,21,0,0,2,0,4,2,5,1,5,5,1,10,13
440.0,2017,2,15,1,0,0,2,2,6,0,2,2,1,5,9,9
440.0,2017,3,32,1,0,0,0,5,6,3,7,3,7,2,11,22
440.0,2017,4,29,0,0,1,1,1,4,2,3,6,11,4,9,22
440.0,2018,1,15,1,0,0,1,1,1,3,3,2,3,4,7,10
440.0,2018,2,21,0,2,0,0,0,1,5,3,3,8,3,7,16
440.0,2018,3,28,0,1,0,0,2,5,1,3,3,8,7,16,13
440.0,2018,4,51,0,0,0,0,1,5,9,7,8,9,12,23,28
440.0,2019,1,13,1,0,0,0,0,5,2,1,1,2,3,5,9
441.0,2015,1,19,0,1,0,0,3,4,4,3,3,1,2,7,13
441.0,2015,2,13,1,2,1,0,3,1,2,6,2,0,3,8,9
441.0,2015,3,10,0,0,0,0,0,3,1,2,2,1,1,0,10
441.0,2015,4,8,1,2,0,0,1,2,0,1,0,3,4,3,8
441.0,2016,1,9,0,1,0,0,0,1,3,3,1,1,1,4,6
441.0,2016,2,16,0,1,0,0,3,2,2,1,1,5,3,5,12
441.0,2016,3,10,0,1,1,0,2,0,0,2,1,5,2,4,8
441.0,2016,4,12,1,2,1,0,1,0,1,4,6,3,1,8,8
441.0,2017,1,17,0,0,0,0,0,2,1,4,5,4,1,7,10
441.0,2017,2,14,0,1,0,2,0,3,3,5,2,3,1,6,11
441.0,2017,3,15,0,1,0,0,1,1,0,5,2,4,3,6,10
441.0,2017,4,29,0,1,0,0,0,4,5,4,2,9,6,8,22
441.0,2018,1,21,0,3,0,0,3,4,5,2,3,5,2,9,15
441.0,2018,2,28,3,1,0,0,2,1,8,6,5,7,3,11,21
441.0,2018,3,25,1,1,0,0,2,4,4,1,8,4,4,6,21
441.0,2018,4,36,1,0,0,1,4,5,2,3,4,13,7,11,27
441.0,2019,1,18,0,0,0,1,0,3,3,4,2,5,2,8,11
442.0,2015,1,25,1,1,1,1,3,6,5,5,3,3,4,5,24
442.0,2015,2,18,0,0,0,0,1,1,5,2,4,2,3,4,14
442.0,2015,3,16,0,0,0,0,1,1,1,5,5,1,2,4,12
442.0,2015,4,10,1,1,0,0,1,3,1,0,1,3,3,3,9
442.0,2016,1,18,2,2,0,0,2,5,4,0,3,6,2,6,16
442.0,2016,2,27,0,1,0,0,2,5,2,7,5,2,5,4,24
442.0,2016,3,35,1,1,0,1,3,7,5,8,3,7,5,7,31
442.0,2016,4,14,2,0,0,0,0,1,0,1,5,4,5,2,14
442.0,2017,1,38,1,1,0,0,3,12,4,8,4,5,4,14,26
442.0,2017,2,38,1,1,0,0,4,8,7,4,6,6,5,9,31
442.0,2017,3,34,0,1,0,2,4,5,6,3,6,10,3,8,29
442.0,2017,4,47,2,2,1,1,3,6,5,6,12,15,6,18,35
442.0,2018,1,19,0,2,0,0,0,4,1,0,3,7,6,11,10
442.0,2018,2,30,0,1,0,0,2,6,5,3,2,5,8,10,21
442.0,2018,3,61,1,0,0,2,4,8,11,6,14,13,8,19,45
442.0,2018,4,78,2,1,2,0,10,14,14,11,9,14,11,34,49
442.0,2019,1,31,0,0,0,0,1,4,2,4,6,8,6,12,19
443.0,2015,1,55,4,0,1,1,5,6,10,4,10,11,15,16,45
443.0,2015,2,47,0,0,0,0,4,10,5,5,5,10,8,11,36
443.0,2015,3,30,6,1,1,2,4,5,8,6,7,3,7,7,33
443.0,2015,4,21,4,2,0,0,4,0,4,3,7,2,7,7,20
443.0,2016,1,49,1,0,0,2,4,7,8,6,14,5,8,12,40
443.0,2016,2,36,1,4,0,0,4,7,8,4,5,4,9,9,32
443.0,2016,3,25,2,7,0,1,2,10,2,1,5,8,7,11,24
443.0,2016,4,28,1,0,0,1,1,6,3,4,3,5,8,8,22
443.0,2017,1,63,1,1,0,1,7,12,11,11,7,8,10,22,44
443.0,2017,2,94,0,1,0,3,7,23,8,8,20,19,13,31,67
443.0,2017,3,80,1,1,3,2,3,12,13,28,6,17,8,36,50
443.0,2017,4,116,2,0,2,3,4,15,9,19,14,40,22,44,79
443.0,2018,1,75,3,5,1,1,3,15,12,12,20,12,11,24,61
443.0,2018,2,125,1,1,4,1,7,23,15,20,24,21,22,38,94
443.0,2018,3,120,1,0,4,1,11,26,12,18,27,17,15,49,77
443.0,2018,4,121,0,1,0,1,9,18,12,23,12,26,23,39,84
443.0,2019,1,61,0,0,1,0,3,12,12,6,10,11,8,21,41
444.0,2015,1,37,10,1,0,2,6,13,7,2,9,4,9,14,36
444.0,2015,2,12,3,1,0,2,1,2,1,2,6,3,3,5,13
444.0,2015,3,18,2,11,1,3,1,7,4,5,11,3,4,19,16
444.0,2015,4,11,2,2,0,0,1,2,0,4,2,3,3,6,9
444.0,2016,1,16,0,3,1,2,2,1,3,3,3,4,6,8,14
444.0,2016,2,17,0,2,2,1,2,3,1,4,4,4,4,7,15
444.0,2016,3,17,1,2,2,0,4,3,7,4,0,1,3,8,14
444.0,2016,4,20,2,0,1,1,1,1,4,4,4,5,5,9,15
444.0,2017,1,26,2,0,1,0,2,4,2,7,6,3,5,8,21
