ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo
501.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
619.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
618.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
631.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
632.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
987.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
657.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
658.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
675.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
674.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
634.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
979.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
677.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
676.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
708.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
709.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
710.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
711.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
502.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
437.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
436.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
431.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
435.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
430.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
587.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
588.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
586.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
975.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
637.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
609.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
638.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
655.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
977.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
973.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
636.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
654.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
679.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
678.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
680.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
614.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
613.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
612.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
611.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
585.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
982.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
591.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
590.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
592.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
615.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
616.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
576.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
617.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
574.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
584.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
581.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
582.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
504.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
593.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
505.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
986.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
