DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Población
73;Tolima;Alvarado;73026;2014;Cabecera Municipal;3.170
73;Tolima;Alvarado;73026;2014;Centros Poblados y Rural Disperso;5.549
73;Tolima;Alvarado;73026;2014;Total;8.719
73;Tolima;Ambalema;73030;2014;Cabecera Municipal;5.372
73;Tolima;Ambalema;73030;2014;Centros Poblados y Rural Disperso;1.573
73;Tolima;Ambalema;73030;2014;Total;6.945
73;Tolima;Anzoátegui;73043;2014;Cabecera Municipal;1.535
73;Tolima;Anzoátegui;73043;2014;Centros Poblados y Rural Disperso;8.566
73;Tolima;Anzoátegui;73043;2014;Total;10.101
73;Tolima;Armero;73055;2014;Cabecera Municipal;8.528
73;Tolima;Armero;73055;2014;Centros Poblados y Rural Disperso;4.517
73;Tolima;Armero;73055;2014;Total;13.045
73;Tolima;Ataco;73067;2014;Cabecera Municipal;4.804
73;Tolima;Ataco;73067;2014;Centros Poblados y Rural Disperso;14.826
73;Tolima;Ataco;73067;2014;Total;19.630
73;Tolima;Cajamarca;73124;2014;Cabecera Municipal;9.474
73;Tolima;Cajamarca;73124;2014;Centros Poblados y Rural Disperso;9.115
73;Tolima;Cajamarca;73124;2014;Total;18.589
73;Tolima;Carmen de Apicalá;73148;2014;Cabecera Municipal;7.259
73;Tolima;Carmen de Apicalá;73148;2014;Centros Poblados y Rural Disperso;2.480
73;Tolima;Carmen de Apicalá;73148;2014;Total;9.739
73;Tolima;Casabianca;73152;2014;Cabecera Municipal;1.674
73;Tolima;Casabianca;73152;2014;Centros Poblados y Rural Disperso;4.740
73;Tolima;Casabianca;73152;2014;Total;6.414
73;Tolima;Chaparral;73168;2014;Cabecera Municipal;28.083
73;Tolima;Chaparral;73168;2014;Centros Poblados y Rural Disperso;21.963
73;Tolima;Chaparral;73168;2014;Total;50.046
73;Tolima;Coello;73200;2014;Cabecera Municipal;1.465
73;Tolima;Coello;73200;2014;Centros Poblados y Rural Disperso;6.793
73;Tolima;Coello;73200;2014;Total;8.258
73;Tolima;Coyaima;73217;2014;Cabecera Municipal;3.796
73;Tolima;Coyaima;73217;2014;Centros Poblados y Rural Disperso;19.400
73;Tolima;Coyaima;73217;2014;Total;23.196
73;Tolima;Cunday;73226;2014;Cabecera Municipal;2.396
73;Tolima;Cunday;73226;2014;Centros Poblados y Rural Disperso;7.077
73;Tolima;Cunday;73226;2014;Total;9.473
73;Tolima;Dolores;73236;2014;Cabecera Municipal;3.690
73;Tolima;Dolores;73236;2014;Centros Poblados y Rural Disperso;5.041
73;Tolima;Dolores;73236;2014;Total;8.731
73;Tolima;Espinal;73268;2014;Cabecera Municipal;50.533
73;Tolima;Espinal;73268;2014;Centros Poblados y Rural Disperso;19.542
73;Tolima;Espinal;73268;2014;Total;70.075
73;Tolima;Falan;73270;2014;Cabecera Municipal;1.724
73;Tolima;Falan;73270;2014;Centros Poblados y Rural Disperso;6.567
73;Tolima;Falan;73270;2014;Total;8.291
73;Tolima;Flandes;73275;2014;Cabecera Municipal;24.339
73;Tolima;Flandes;73275;2014;Centros Poblados y Rural Disperso;3.921
73;Tolima;Flandes;73275;2014;Total;28.260
73;Tolima;Fresno;73283;2014;Cabecera Municipal;15.534
73;Tolima;Fresno;73283;2014;Centros Poblados y Rural Disperso;15.584
73;Tolima;Fresno;73283;2014;Total;31.118
73;Tolima;Guamo;73319;2014;Cabecera Municipal;16.756
73;Tolima;Guamo;73319;2014;Centros Poblados y Rural Disperso;16.641
73;Tolima;Guamo;73319;2014;Total;33.397
73;Tolima;Herveo;73347;2014;Cabecera Municipal;2.150
73;Tolima;Herveo;73347;2014;Centros Poblados y Rural Disperso;5.532
73;Tolima;Herveo;73347;2014;Total;7.682
73;Tolima;Honda;73349;2014;Cabecera Municipal;24.425
73;Tolima;Honda;73349;2014;Centros Poblados y Rural Disperso;1.031
73;Tolima;Honda;73349;2014;Total;25.456
73;Tolima;Icononzo;73352;2014;Cabecera Municipal;3.691
73;Tolima;Icononzo;73352;2014;Centros Poblados y Rural Disperso;8.093
73;Tolima;Icononzo;73352;2014;Total;11.784
73;Tolima;Lérida;73408;2014;Cabecera Municipal;13.429
73;Tolima;Lérida;73408;2014;Centros Poblados y Rural Disperso;4.825
73;Tolima;Lérida;73408;2014;Total;18.254
73;Tolima;Líbano;73411;2014;Cabecera Municipal;24.167
73;Tolima;Líbano;73411;2014;Centros Poblados y Rural Disperso;13.758
73;Tolima;Líbano;73411;2014;Total;37.925
73;Tolima;Mariquita;73443;2014;Cabecera Municipal;27.187
73;Tolima;Mariquita;73443;2014;Centros Poblados y Rural Disperso;9.639
73;Tolima;Mariquita;73443;2014;Total;36.826
73;Tolima;Melgar;73449;2014;Cabecera Municipal;28.409
73;Tolima;Melgar;73449;2014;Centros Poblados y Rural Disperso;6.428
73;Tolima;Melgar;73449;2014;Total;34.837
73;Tolima;Murillo;73461;2014;Cabecera Municipal;1.675
73;Tolima;Murillo;73461;2014;Centros Poblados y Rural Disperso;2.340
73;Tolima;Murillo;73461;2014;Total;4.015
73;Tolima;Natagaima;73483;2014;Cabecera Municipal;8.202
73;Tolima;Natagaima;73483;2014;Centros Poblados y Rural Disperso;7.328
73;Tolima;Natagaima;73483;2014;Total;15.530
73;Tolima;Ortega;73504;2014;Cabecera Municipal;6.915
73;Tolima;Ortega;73504;2014;Centros Poblados y Rural Disperso;27.359
73;Tolima;Ortega;73504;2014;Total;34.274
73;Tolima;Palocabildo;73520;2014;Cabecera Municipal;3.121
73;Tolima;Palocabildo;73520;2014;Centros Poblados y Rural Disperso;7.297
73;Tolima;Palocabildo;73520;2014;Total;10.418
73;Tolima;Piedras;73547;2014;Cabecera Municipal;2.181
73;Tolima;Piedras;73547;2014;Centros Poblados y Rural Disperso;4.417
73;Tolima;Piedras;73547;2014;Total;6.598
73;Tolima;Planadas;73555;2014;Cabecera Municipal;6.727
73;Tolima;Planadas;73555;2014;Centros Poblados y Rural Disperso;18.773
73;Tolima;Planadas;73555;2014;Total;25.500
73;Tolima;Prado;73563;2014;Cabecera Municipal;3.780
73;Tolima;Prado;73563;2014;Centros Poblados y Rural Disperso;4.988
73;Tolima;Prado;73563;2014;Total;8.768
73;Tolima;Purificación;73585;2014;Cabecera Municipal;13.053
73;Tolima;Purificación;73585;2014;Centros Poblados y Rural Disperso;10.663
73;Tolima;Purificación;73585;2014;Total;23.716
73;Tolima;Rioblanco;73616;2014;Cabecera Municipal;3.768
73;Tolima;Rioblanco;73616;2014;Centros Poblados y Rural Disperso;19.254
73;Tolima;Rioblanco;73616;2014;Total;23.022
73;Tolima;Roncesvalles;73622;2014;Cabecera Municipal;1.839
73;Tolima;Roncesvalles;73622;2014;Centros Poblados y Rural Disperso;3.707
73;Tolima;Roncesvalles;73622;2014;Total;5.546
73;Tolima;Rovira;73624;2014;Cabecera Municipal;9.937
73;Tolima;Rovira;73624;2014;Centros Poblados y Rural Disperso;12.052
73;Tolima;Rovira;73624;2014;Total;21.989
73;Tolima;Saldaña;73671;2014;Cabecera Municipal;8.399
73;Tolima;Saldaña;73671;2014;Centros Poblados y Rural Disperso;6.004
73;Tolima;Saldaña;73671;2014;Total;14.403
73;Tolima;San Antonio;73675;2014;Cabecera Municipal;4.504
73;Tolima;San Antonio;73675;2014;Centros Poblados y Rural Disperso;9.078
73;Tolima;San Antonio;73675;2014;Total;13.582
73;Tolima;San Luis;73678;2014;Cabecera Municipal;3.833
73;Tolima;San Luis;73678;2014;Centros Poblados y Rural Disperso;9.877
73;Tolima;San Luis;73678;2014;Total;13.710
73;Tolima;Santa Isabel;73686;2014;Cabecera Municipal;2.173
73;Tolima;Santa Isabel;73686;2014;Centros Poblados y Rural Disperso;3.773
73;Tolima;Santa Isabel;73686;2014;Total;5.946
73;Tolima;Suárez;73770;2014;Cabecera Municipal;1.557
73;Tolima;Suárez;73770;2014;Centros Poblados y Rural Disperso;2.333
73;Tolima;Suárez;73770;2014;Total;3.890
73;Tolima;Valle de San Juan;73854;2014;Cabecera Municipal;2.073
73;Tolima;Valle de San Juan;73854;2014;Centros Poblados y Rural Disperso;3.319
73;Tolima;Valle de San Juan;73854;2014;Total;5.392
73;Tolima;Venadillo;73861;2014;Cabecera Municipal;8.798
73;Tolima;Venadillo;73861;2014;Centros Poblados y Rural Disperso;4.454
73;Tolima;Venadillo;73861;2014;Total;13.252
73;Tolima;Villahermosa;73870;2014;Cabecera Municipal;3.425
73;Tolima;Villahermosa;73870;2014;Centros Poblados y Rural Disperso;6.319
73;Tolima;Villahermosa;73870;2014;Total;9.744
73;Tolima;Villarrica;73873;2014;Cabecera Municipal;2.063
73;Tolima;Villarrica;73873;2014;Centros Poblados y Rural Disperso;3.518
73;Tolima;Villarrica;73873;2014;Total;5.581
76;Valle del Cauca;Cali;76001;2014;Cabecera Municipal;2.126.942
76;Valle del Cauca;Cali;76001;2014;Centros Poblados y Rural Disperso;51.900
76;Valle del Cauca;Cali;76001;2014;Total;2.178.842
76;Valle del Cauca;Alcalá;76020;2014;Cabecera Municipal;10.182
76;Valle del Cauca;Alcalá;76020;2014;Centros Poblados y Rural Disperso;4.079
76;Valle del Cauca;Alcalá;76020;2014;Total;14.261
76;Valle del Cauca;Andalucía;76036;2014;Cabecera Municipal;17.022
76;Valle del Cauca;Andalucía;76036;2014;Centros Poblados y Rural Disperso;5.178
76;Valle del Cauca;Andalucía;76036;2014;Total;22.200
76;Valle del Cauca;Ansermanuevo;76041;2014;Cabecera Municipal;10.194
76;Valle del Cauca;Ansermanuevo;76041;2014;Centros Poblados y Rural Disperso;7.751
76;Valle del Cauca;Ansermanuevo;76041;2014;Total;17.945
76;Valle del Cauca;Argelia;76054;2014;Cabecera Municipal;2.941
76;Valle del Cauca;Argelia;76054;2014;Centros Poblados y Rural Disperso;2.923
76;Valle del Cauca;Argelia;76054;2014;Total;5.864
76;Valle del Cauca;Bolívar;76100;2014;Cabecera Municipal;4.393
76;Valle del Cauca;Bolívar;76100;2014;Centros Poblados y Rural Disperso;12.048
76;Valle del Cauca;Bolívar;76100;2014;Total;16.441
76;Valle del Cauca;Buenaventura;76109;2014;Cabecera Municipal;232.429
76;Valle del Cauca;Buenaventura;76109;2014;Centros Poblados y Rural Disperso;68.466
76;Valle del Cauca;Buenaventura;76109;2014;Total;300.895
76;Valle del Cauca;Guadalajara de Buga;76111;2014;Cabecera Municipal;110.383
76;Valle del Cauca;Guadalajara de Buga;76111;2014;Centros Poblados y Rural Disperso;16.174
76;Valle del Cauca;Guadalajara de Buga;76111;2014;Total;126.557
76;Valle del Cauca;Bugalagrande;76113;2014;Cabecera Municipal;12.493
76;Valle del Cauca;Bugalagrande;76113;2014;Centros Poblados y Rural Disperso;12.021
76;Valle del Cauca;Bugalagrande;76113;2014;Total;24.514
76;Valle del Cauca;Caicedonia;76122;2014;Cabecera Municipal;24.331
76;Valle del Cauca;Caicedonia;76122;2014;Centros Poblados y Rural Disperso;5.485
76;Valle del Cauca;Caicedonia;76122;2014;Total;29.816
76;Valle del Cauca;Calima;76126;2014;Cabecera Municipal;11.005
76;Valle del Cauca;Calima;76126;2014;Centros Poblados y Rural Disperso;6.499
76;Valle del Cauca;Calima;76126;2014;Total;17.504
76;Valle del Cauca;Candelaria;76130;2014;Cabecera Municipal;23.055
76;Valle del Cauca;Candelaria;76130;2014;Centros Poblados y Rural Disperso;63.913
76;Valle del Cauca;Candelaria;76130;2014;Total;86.968
76;Valle del Cauca;Cartago;76147;2014;Cabecera Municipal;130.359
76;Valle del Cauca;Cartago;76147;2014;Centros Poblados y Rural Disperso;4.325
76;Valle del Cauca;Cartago;76147;2014;Total;134.684
76;Valle del Cauca;Dagua;76233;2014;Cabecera Municipal;10.761
76;Valle del Cauca;Dagua;76233;2014;Centros Poblados y Rural Disperso;36.072
76;Valle del Cauca;Dagua;76233;2014;Total;46.833
76;Valle del Cauca;El Águila;76243;2014;Cabecera Municipal;2.408
76;Valle del Cauca;El Águila;76243;2014;Centros Poblados y Rural Disperso;7.069
76;Valle del Cauca;El Águila;76243;2014;Total;9.477
76;Valle del Cauca;El Cairo;76246;2014;Cabecera Municipal;3.300
76;Valle del Cauca;El Cairo;76246;2014;Centros Poblados y Rural Disperso;4.304
76;Valle del Cauca;El Cairo;76246;2014;Total;7.604
76;Valle del Cauca;El Cerrito;76248;2014;Cabecera Municipal;35.448
76;Valle del Cauca;El Cerrito;76248;2014;Centros Poblados y Rural Disperso;20.208
76;Valle del Cauca;El Cerrito;76248;2014;Total;55.656
76;Valle del Cauca;El Dovio;76250;2014;Cabecera Municipal;5.425
76;Valle del Cauca;El Dovio;76250;2014;Centros Poblados y Rural Disperso;4.164
76;Valle del Cauca;El Dovio;76250;2014;Total;9.589
76;Valle del Cauca;Florida;76275;2014;Cabecera Municipal;40.110
76;Valle del Cauca;Florida;76275;2014;Centros Poblados y Rural Disperso;16.325
76;Valle del Cauca;Florida;76275;2014;Total;56.435
76;Valle del Cauca;Ginebra;76306;2014;Cabecera Municipal;9.921
76;Valle del Cauca;Ginebra;76306;2014;Centros Poblados y Rural Disperso;12.162
76;Valle del Cauca;Ginebra;76306;2014;Total;22.083
76;Valle del Cauca;Guacarí;76318;2014;Cabecera Municipal;19.995
76;Valle del Cauca;Guacarí;76318;2014;Centros Poblados y Rural Disperso;12.802
76;Valle del Cauca;Guacarí;76318;2014;Total;32.797
76;Valle del Cauca;Jamundí;76364;2014;Cabecera Municipal;113.748
76;Valle del Cauca;Jamundí;76364;2014;Centros Poblados y Rural Disperso;34.374
76;Valle del Cauca;Jamundí;76364;2014;Total;148.122
76;Valle del Cauca;La Cumbre;76377;2014;Cabecera Municipal;2.797
76;Valle del Cauca;La Cumbre;76377;2014;Centros Poblados y Rural Disperso;12.924
76;Valle del Cauca;La Cumbre;76377;2014;Total;15.721
76;Valle del Cauca;La Unión;76400;2014;Cabecera Municipal;26.076
76;Valle del Cauca;La Unión;76400;2014;Centros Poblados y Rural Disperso;7.031
76;Valle del Cauca;La Unión;76400;2014;Total;33.107
76;Valle del Cauca;La Victoria;76403;2014;Cabecera Municipal;9.207
76;Valle del Cauca;La Victoria;76403;2014;Centros Poblados y Rural Disperso;3.569
76;Valle del Cauca;La Victoria;76403;2014;Total;12.776
76;Valle del Cauca;Obando;76497;2014;Cabecera Municipal;9.034
76;Valle del Cauca;Obando;76497;2014;Centros Poblados y Rural Disperso;3.886
76;Valle del Cauca;Obando;76497;2014;Total;12.920
76;Valle del Cauca;Palmira;76520;2014;Cabecera Municipal;270.403
76;Valle del Cauca;Palmira;76520;2014;Centros Poblados y Rural Disperso;70.267
76;Valle del Cauca;Palmira;76520;2014;Total;340.670
76;Valle del Cauca;Pradera;76563;2014;Cabecera Municipal;40.815
76;Valle del Cauca;Pradera;76563;2014;Centros Poblados y Rural Disperso;6.247
76;Valle del Cauca;Pradera;76563;2014;Total;47.062
76;Valle del Cauca;Restrepo;76606;2014;Cabecera Municipal;9.722
76;Valle del Cauca;Restrepo;76606;2014;Centros Poblados y Rural Disperso;5.544
76;Valle del Cauca;Restrepo;76606;2014;Total;15.266
76;Valle del Cauca;Riofrío;76616;2014;Cabecera Municipal;7.032
76;Valle del Cauca;Riofrío;76616;2014;Centros Poblados y Rural Disperso;8.782
76;Valle del Cauca;Riofrío;76616;2014;Total;15.814
76;Valle del Cauca;Roldanillo;76622;2014;Cabecera Municipal;26.873
76;Valle del Cauca;Roldanillo;76622;2014;Centros Poblados y Rural Disperso;10.017
76;Valle del Cauca;Roldanillo;76622;2014;Total;36.890
76;Valle del Cauca;San Pedro;76670;2014;Cabecera Municipal;7.194
76;Valle del Cauca;San Pedro;76670;2014;Centros Poblados y Rural Disperso;9.346
76;Valle del Cauca;San Pedro;76670;2014;Total;16.540
76;Valle del Cauca;Sevilla;76736;2014;Cabecera Municipal;32.736
76;Valle del Cauca;Sevilla;76736;2014;Centros Poblados y Rural Disperso;11.672
76;Valle del Cauca;Sevilla;76736;2014;Total;44.408
76;Valle del Cauca;Toro;76823;2014;Cabecera Municipal;9.961
76;Valle del Cauca;Toro;76823;2014;Centros Poblados y Rural Disperso;5.030
76;Valle del Cauca;Toro;76823;2014;Total;14.991
76;Valle del Cauca;Trujillo;76828;2014;Cabecera Municipal;8.758
76;Valle del Cauca;Trujillo;76828;2014;Centros Poblados y Rural Disperso;10.773
76;Valle del Cauca;Trujillo;76828;2014;Total;19.531
76;Valle del Cauca;Tuluá;76834;2014;Cabecera Municipal;170.309
76;Valle del Cauca;Tuluá;76834;2014;Centros Poblados y Rural Disperso;36.043
76;Valle del Cauca;Tuluá;76834;2014;Total;206.352
76;Valle del Cauca;Ulloa;76845;2014;Cabecera Municipal;2.482
76;Valle del Cauca;Ulloa;76845;2014;Centros Poblados y Rural Disperso;3.073
76;Valle del Cauca;Ulloa;76845;2014;Total;5.555
76;Valle del Cauca;Versalles;76863;2014;Cabecera Municipal;4.204
76;Valle del Cauca;Versalles;76863;2014;Centros Poblados y Rural Disperso;3.763
76;Valle del Cauca;Versalles;76863;2014;Total;7.967
76;Valle del Cauca;Vijes;76869;2014;Cabecera Municipal;7.538
76;Valle del Cauca;Vijes;76869;2014;Centros Poblados y Rural Disperso;4.892
76;Valle del Cauca;Vijes;76869;2014;Total;12.430
76;Valle del Cauca;Yotoco;76890;2014;Cabecera Municipal;8.018
76;Valle del Cauca;Yotoco;76890;2014;Centros Poblados y Rural Disperso;7.826
76;Valle del Cauca;Yotoco;76890;2014;Total;15.844
76;Valle del Cauca;Yumbo;76892;2014;Cabecera Municipal;88.956
76;Valle del Cauca;Yumbo;76892;2014;Centros Poblados y Rural Disperso;13.773
76;Valle del Cauca;Yumbo;76892;2014;Total;102.729
76;Valle del Cauca;Zarzal;76895;2014;Cabecera Municipal;31.475
76;Valle del Cauca;Zarzal;76895;2014;Centros Poblados y Rural Disperso;9.883
76;Valle del Cauca;Zarzal;76895;2014;Total;41.358
81;Arauca;Arauca;81001;2014;Cabecera Municipal;66.781
81;Arauca;Arauca;81001;2014;Centros Poblados y Rural Disperso;10.779
81;Arauca;Arauca;81001;2014;Total;77.560
81;Arauca;Arauquita;81065;2014;Cabecera Municipal;12.426
81;Arauca;Arauquita;81065;2014;Centros Poblados y Rural Disperso;31.924
81;Arauca;Arauquita;81065;2014;Total;44.350
81;Arauca;Cravo Norte;81220;2014;Cabecera Municipal;2.521
81;Arauca;Cravo Norte;81220;2014;Centros Poblados y Rural Disperso;1.386
81;Arauca;Cravo Norte;81220;2014;Total;3.907
81;Arauca;Fortul;81300;2014;Cabecera Municipal;8.432
81;Arauca;Fortul;81300;2014;Centros Poblados y Rural Disperso;8.000
81;Arauca;Fortul;81300;2014;Total;16.432
81;Arauca;Puerto Rondón;81591;2014;Cabecera Municipal;2.633
81;Arauca;Puerto Rondón;81591;2014;Centros Poblados y Rural Disperso;1.410
81;Arauca;Puerto Rondón;81591;2014;Total;4.043
81;Arauca;Saravena;81736;2014;Cabecera Municipal;38.602
81;Arauca;Saravena;81736;2014;Centros Poblados y Rural Disperso;12.570
81;Arauca;Saravena;81736;2014;Total;51.172
81;Arauca;Tame;81794;2014;Cabecera Municipal;24.614
81;Arauca;Tame;81794;2014;Centros Poblados y Rural Disperso;14.853
81;Arauca;Tame;81794;2014;Total;39.467
85;Casanare;Yopal;85001;2014;Cabecera Municipal;131.979
85;Casanare;Yopal;85001;2014;Centros Poblados y Rural Disperso;22.319
85;Casanare;Yopal;85001;2014;Total;154.298
85;Casanare;Aguazul;85010;2014;Cabecera Municipal;24.686
85;Casanare;Aguazul;85010;2014;Centros Poblados y Rural Disperso;9.796
85;Casanare;Aguazul;85010;2014;Total;34.482
85;Casanare;Chámeza;85015;2014;Cabecera Municipal;1.322
85;Casanare;Chámeza;85015;2014;Centros Poblados y Rural Disperso;1.144
85;Casanare;Chámeza;85015;2014;Total;2.466
85;Casanare;Hato Corozal;85125;2014;Cabecera Municipal;4.833
85;Casanare;Hato Corozal;85125;2014;Centros Poblados y Rural Disperso;6.909
85;Casanare;Hato Corozal;85125;2014;Total;11.742
85;Casanare;La Salina;85136;2014;Cabecera Municipal;602
85;Casanare;La Salina;85136;2014;Centros Poblados y Rural Disperso;820
85;Casanare;La Salina;85136;2014;Total;1.422
85;Casanare;Maní;85139;2014;Cabecera Municipal;10.485
85;Casanare;Maní;85139;2014;Centros Poblados y Rural Disperso;5.717
85;Casanare;Maní;85139;2014;Total;16.202
85;Casanare;Monterrey;85162;2014;Cabecera Municipal;11.355
85;Casanare;Monterrey;85162;2014;Centros Poblados y Rural Disperso;4.956
85;Casanare;Monterrey;85162;2014;Total;16.311
85;Casanare;Nunchía;85225;2014;Cabecera Municipal;1.782
85;Casanare;Nunchía;85225;2014;Centros Poblados y Rural Disperso;6.529
85;Casanare;Nunchía;85225;2014;Total;8.311
85;Casanare;Orocué;85230;2014;Cabecera Municipal;5.001
85;Casanare;Orocué;85230;2014;Centros Poblados y Rural Disperso;6.183
85;Casanare;Orocué;85230;2014;Total;11.184
85;Casanare;Paz de Ariporo;85250;2014;Cabecera Municipal;23.453
85;Casanare;Paz de Ariporo;85250;2014;Centros Poblados y Rural Disperso;10.232
85;Casanare;Paz de Ariporo;85250;2014;Total;33.685
85;Casanare;Pore;85263;2014;Cabecera Municipal;6.380
85;Casanare;Pore;85263;2014;Centros Poblados y Rural Disperso;4.875
85;Casanare;Pore;85263;2014;Total;11.255
85;Casanare;Recetor;85279;2014;Cabecera Municipal;283
85;Casanare;Recetor;85279;2014;Centros Poblados y Rural Disperso;1.390
85;Casanare;Recetor;85279;2014;Total;1.673
85;Casanare;Sabanalarga;85300;2014;Cabecera Municipal;1.717
85;Casanare;Sabanalarga;85300;2014;Centros Poblados y Rural Disperso;1.775
85;Casanare;Sabanalarga;85300;2014;Total;3.492
85;Casanare;Sácama;85315;2014;Cabecera Municipal;922
85;Casanare;Sácama;85315;2014;Centros Poblados y Rural Disperso;967
85;Casanare;Sácama;85315;2014;Total;1.889
85;Casanare;San Luis de Palenque;85325;2014;Cabecera Municipal;2.896
85;Casanare;San Luis de Palenque;85325;2014;Centros Poblados y Rural Disperso;5.173
85;Casanare;San Luis de Palenque;85325;2014;Total;8.069
85;Casanare;Támara;85400;2014;Cabecera Municipal;1.582
85;Casanare;Támara;85400;2014;Centros Poblados y Rural Disperso;5.179
85;Casanare;Támara;85400;2014;Total;6.761
85;Casanare;Tauramena;85410;2014;Cabecera Municipal;13.298
85;Casanare;Tauramena;85410;2014;Centros Poblados y Rural Disperso;8.195
85;Casanare;Tauramena;85410;2014;Total;21.493
85;Casanare;Trinidad;85430;2014;Cabecera Municipal;6.420
85;Casanare;Trinidad;85430;2014;Centros Poblados y Rural Disperso;5.906
85;Casanare;Trinidad;85430;2014;Total;12.326
85;Casanare;Villanueva;85440;2014;Cabecera Municipal;24.656
85;Casanare;Villanueva;85440;2014;Centros Poblados y Rural Disperso;7.794
85;Casanare;Villanueva;85440;2014;Total;32.450
86;Putumayo;Mocoa;86001;2014;Cabecera Municipal;35.218
86;Putumayo;Mocoa;86001;2014;Centros Poblados y Rural Disperso;15.543
86;Putumayo;Mocoa;86001;2014;Total;50.761
86;Putumayo;Colón;86219;2014;Cabecera Municipal;3.154
86;Putumayo;Colón;86219;2014;Centros Poblados y Rural Disperso;1.884
86;Putumayo;Colón;86219;2014;Total;5.038
86;Putumayo;Orito;86320;2014;Cabecera Municipal;18.512
86;Putumayo;Orito;86320;2014;Centros Poblados y Rural Disperso;16.335
86;Putumayo;Orito;86320;2014;Total;34.847
86;Putumayo;Puerto Asís;86568;2014;Cabecera Municipal;35.973
86;Putumayo;Puerto Asís;86568;2014;Centros Poblados y Rural Disperso;23.979
86;Putumayo;Puerto Asís;86568;2014;Total;59.952
86;Putumayo;Puerto Caicedo;86569;2014;Cabecera Municipal;5.546
86;Putumayo;Puerto Caicedo;86569;2014;Centros Poblados y Rural Disperso;9.686
86;Putumayo;Puerto Caicedo;86569;2014;Total;15.232
86;Putumayo;Puerto Guzmán;86571;2014;Cabecera Municipal;4.277
86;Putumayo;Puerto Guzmán;86571;2014;Centros Poblados y Rural Disperso;27.909
86;Putumayo;Puerto Guzmán;86571;2014;Total;32.186
86;Putumayo;Puerto Leguízamo;86573;2014;Cabecera Municipal;11.815
86;Putumayo;Puerto Leguízamo;86573;2014;Centros Poblados y Rural Disperso;14.222
86;Putumayo;Puerto Leguízamo;86573;2014;Total;26.037
86;Putumayo;Sibundoy;86749;2014;Cabecera Municipal;9.505
86;Putumayo;Sibundoy;86749;2014;Centros Poblados y Rural Disperso;4.445
86;Putumayo;Sibundoy;86749;2014;Total;13.950
86;Putumayo;San Francisco;86755;2014;Cabecera Municipal;3.218
86;Putumayo;San Francisco;86755;2014;Centros Poblados y Rural Disperso;2.189
86;Putumayo;San Francisco;86755;2014;Total;5.407
86;Putumayo;San Miguel;86757;2014;Cabecera Municipal;4.612
86;Putumayo;San Miguel;86757;2014;Centros Poblados y Rural Disperso;12.825
86;Putumayo;San Miguel;86757;2014;Total;17.437
86;Putumayo;Santiago;86760;2014;Cabecera Municipal;3.269
86;Putumayo;Santiago;86760;2014;Centros Poblados y Rural Disperso;3.508
86;Putumayo;Santiago;86760;2014;Total;6.777
86;Putumayo;Valle del Guamuez;86865;2014;Cabecera Municipal;13.594
86;Putumayo;Valle del Guamuez;86865;2014;Centros Poblados y Rural Disperso;18.368
86;Putumayo;Valle del Guamuez;86865;2014;Total;31.962
86;Putumayo;Villagarzón;86885;2014;Cabecera Municipal;12.631
86;Putumayo;Villagarzón;86885;2014;Centros Poblados y Rural Disperso;9.633
86;Putumayo;Villagarzón;86885;2014;Total;22.264
88;Archipiélago de San Andrés;San Andrés;88001;2014;Cabecera Municipal;41.187
88;Archipiélago de San Andrés;San Andrés;88001;2014;Centros Poblados y Rural Disperso;14.321
88;Archipiélago de San Andrés;San Andrés;88001;2014;Total;55.508
88;Archipiélago de San Andrés;Providencia;88564;2014;Cabecera Municipal;3.602
88;Archipiélago de San Andrés;Providencia;88564;2014;Centros Poblados y Rural Disperso;2.353
88;Archipiélago de San Andrés;Providencia;88564;2014;Total;5.955
91;Amazonas;Leticia;91001;2014;Cabecera Municipal;31.266
91;Amazonas;Leticia;91001;2014;Centros Poblados y Rural Disperso;13.291
91;Amazonas;Leticia;91001;2014;Total;44.557
91;Amazonas;El Encanto (ANM);91263;2014;Cabecera Municipal;0
91;Amazonas;El Encanto (ANM);91263;2014;Centros Poblados y Rural Disperso;2.308
91;Amazonas;El Encanto (ANM);91263;2014;Total;2.308
91;Amazonas;La Chorrera (ANM);91405;2014;Cabecera Municipal;0
91;Amazonas;La Chorrera (ANM);91405;2014;Centros Poblados y Rural Disperso;2.834
91;Amazonas;La Chorrera (ANM);91405;2014;Total;2.834
91;Amazonas;La Pedrera (ANM);91407;2014;Cabecera Municipal;0
91;Amazonas;La Pedrera (ANM);91407;2014;Centros Poblados y Rural Disperso;3.413
91;Amazonas;La Pedrera (ANM);91407;2014;Total;3.413
91;Amazonas;La Victoria (ANM);91430;2014;Cabecera Municipal;0
91;Amazonas;La Victoria (ANM);91430;2014;Centros Poblados y Rural Disperso;657
91;Amazonas;La Victoria (ANM);91430;2014;Total;657
91;Amazonas;Miriti - Paraná (ANM);91460;2014;Cabecera Municipal;0
91;Amazonas;Miriti - Paraná (ANM);91460;2014;Centros Poblados y Rural Disperso;1.787
91;Amazonas;Miriti - Paraná (ANM);91460;2014;Total;1.787
91;Amazonas;Puerto Alegría (ANM);91530;2014;Cabecera Municipal;0
91;Amazonas;Puerto Alegría (ANM);91530;2014;Centros Poblados y Rural Disperso;769
91;Amazonas;Puerto Alegría (ANM);91530;2014;Total;769
91;Amazonas;Puerto Arica (ANM);91536;2014;Cabecera Municipal;0
